year,month,day,temp_dailyMin,temp_minGround,temp_dailyMean,temp_dailyMax,temp_7h,temp_14h,temp_19h,hum_dailyMean,hum_7h,hum_14h,hum_19h
2012,12,28,1.1,-0.1,4.8,8.5,7.1,4.4,1.6,77,77,77,77
2012,12,29,-2.9,-5.2,0.2,3.3,-2.6,2.8,0.6,84,93,72,88
2012,12,30,-2.1,-4.5,0.5,3.0,-1.5,2.7,1.6,80,87,73,80
2012,12,31,-2.0,-4.6,2.2,6.4,-1.2,5.7,0.0,88,98,70,96
2013,01,01,-1.2,-4.1,-0.5,0.3,-0.7,-0.2,0.2,94,94,94,93
2013,01,02,-1.7,-1.7,1.5,4.7,-1.3,4.5,4.2,84,100,85,67
2013,01,03,-0.3,-3.7,3.1,6.4,0.9,3.9,5.1,86,90,85,84
2013,01,04,5.1,3.9,7.6,10.1,7.4,9.8,8.4,78,78,68,87
2013,01,05,7.1,6.8,8.7,10.3,9.8,9.0,7.1,79,80,82,76
2013,01,06,5.5,3.6,6.4,7.3,6.5,6.8,6.5,88,81,97,87
2013,01,07,0.6,0.1,3.8,7.0,0.9,1.8,0.9,88,98,84,82
2013,01,08,-1.3,-1.3,-0.2,0.9,-0.9,-0.6,-0.3,97,92,99,100
2013,01,09,-0.3,0.0,3.8,7.9,4.4,7.1,5.0,89,93,80,93
2013,01,10,1.8,1.8,4.1,6.4,4.4,6.0,5.1,76,86,70,72
2013,01,11,-0.6,0.9,2.4,5.3,3.9,1.5,-0.4,61,70,56,56
2013,01,12,-3.1,-4.9,-1.2,0.7,-1.7,-0.2,-3.0,69,62,59,85
2013,01,13,-4.3,-7.1,-3.3,-2.2,-3.0,-2.6,-3.0,93,93,90,95
2013,01,14,-3.0,-3.0,-2.0,-1.0,-2.6,-1.2,-2.2,94,99,91,92
2013,01,15,-3.2,-6.5,-1.5,0.2,-2.6,0.2,-0.1,89,94,80,92
2013,01,16,-1.5,-2.2,-0.4,0.7,-1.4,0.1,-0.5,80,81,72,87
2013,01,17,-1.8,-1.5,-1.0,-0.1,-1.4,-1.0,-1.7,95,97,97,90
2013,01,18,-3.4,-0.5,-2.6,-1.7,-2.8,-2.8,-3.4,87,85,86,90
2013,01,19,-4.8,-5.2,-4.1,-3.4,-4.4,-4.3,-4.7,80,78,79,84
2013,01,20,-4.9,-5.2,-2.4,0.1,-3.5,-1.0,0.1,100,100,100,99
2013,01,21,-0.2,-0.1,0.8,1.7,0.1,1.2,0.2,87,98,82,81
2013,01,22,-0.3,-1.3,0.9,2.1,-0.3,2.0,-0.1,75,80,68,77
2013,01,23,-3.9,-3.8,-2.0,0.0,-3.8,-1.3,-2.2,89,92,84,90
2013,01,24,-3.0,-3.0,-1.9,-0.8,-2.9,-1.4,-0.8,93,96,93,89
2013,01,25,-4.2,-3.7,-2.4,-0.6,-3.2,-3.7,-4.1,75,83,72,69
2013,01,26,-7.5,-6.4,-5.5,-3.4,-5.8,-3.8,-7.3,73,73,65,81
2013,01,27,-9.7,-15.5,-6.7,-3.7,-8.4,-3.9,-5.0,86,94,79,85
2013,01,28,-5.2,-5.4,-1.6,2.1,-3.4,-0.5,1.9,92,94,93,90
2013,01,29,-1.7,-7.5,2.5,6.6,-0.4,4.3,5.9,93,98,91,89
2013,01,30,5.6,3.8,9.9,14.2,7.8,13.1,10.7,77,93,65,73
2013,01,31,7.1,4.6,11.0,14.8,7.2,9.4,10.5,51,65,46,43
2013,02,01,5.2,3.4,8.0,10.8,7.6,8.9,7.7,62,69,57.0,60
2013,02,02,3.9,1.8,6.0,8.1,4.2,6.3,4.8,84,93,87.0,71
2013,02,03,0.5,-0.4,2.7,4.9,0.7,4.7,3.0,51,63,34.0,55
2013,02,04,1.7,0.6,3.8,5.9,2.8,3.7,5.9,80,75,85.0,81
2013,02,05,4.1,4.5,6.7,9.3,6.7,8.7,4.3,79,82,73.0,82
2013,02,06,0.8,0.0,2.7,4.5,2.2,3.6,0.8,78,94,61.0,80
2013,02,07,0.1,-1.0,2.6,5.1,0.3,4.1,1.6,66,73,53.0,71
2013,02,08,-0.4,-1.8,2.0,4.3,-0.4,2.6,0.3,63,79,48.0,62
2013,02,09,-1.8,-3.0,-0.5,0.9,-1.7,0.8,0.2,73,79,65.0,74
2013,02,10,-2.3,-2.3,-1.1,0.2,-2.0,-1.2,-2.1,88,85,88.0,91
2013,02,11,-5.1,-8.4,-2.6,-0.1,-3.8,-0.8,-0.1,79,90,76.0,70
2013,02,12,-3.4,-3.5,-1.7,0.0,-3.1,-0.9,-0.2,97,98,94.0,99
2013,02,13,-0.9,-1.8,-0.2,0.6,-0.8,0.2,-0.5,85,81,83.0,92
2013,02,14,-1.2,-1.5,0.0,1.2,-0.9,1.1,0.7,87,89,84.0,87
2013,02,15,-0.6,-1.9,1.0,2.6,-0.2,2.0,1.3,92,99,87.0,91
2013,02,16,-1.3,-4.7,1.8,4.9,0.7,4.5,2.5,77,87,61.0,84
2013,02,17,-0.8,-3.8,1.8,4.4,0.2,3.8,2.6,74,83,66.0,74
2013,02,18,-1.4,-3.6,1.0,3.3,-1.3,3.1,1.6,74,92,60.0,70
2013,02,19,0.7,-0.4,2.2,3.7,1.3,2.8,1.6,83,77,78.0,93
2013,02,20,-0.1,-1.0,1.6,3.2,0.2,1.5,-0.1,67,70,66.0,65
2013,02,21,-3.3,-5.4,-1.4,0.6,-2.5,0.0,-2.4,65,73,59.0,64
2013,02,22,-5.3,-5.3,-3.6,-1.9,-5.1,-2.1,-2.7,88,90,82.0,92
2013,02,23,-2.7,-3.1,-1.1,0.6,-1.2,0.2,-1.2,91,100,87.0,87
2013,02,24,-1.8,-1.0,-0.3,1.2,-0.4,0.3,0.7,98,98,98.0,99
2013,02,25,0.5,0.0,1.5,2.5,0.6,2.3,1.7,92,92,89.0,94
2013,02,26,1.2,0.2,3.0,4.8,2.7,4.4,3.4,89,95,86.0,85
2013,02,27,2.3,1.7,3.1,3.9,2.8,3.7,3.8,82,86,82.0,79
2013,02,28,2.4,1.4,5.3,8.1,2.7,7.7,4.7,75,79,61.0,84
2013,03,01,2.8,0.5,3.9,4.9,2.9,4.0,2.9,79,84,73,80
2013,03,02,0.9,-0.7,3.8,6.7,1.3,6.2,2.1,55,59,46,61
2013,03,03,-1.7,-5.0,3.2,8.0,1.0,7.5,3.3,62,75,47,63
2013,03,04,-0.6,-3.5,3.8,8.2,-0.4,7.6,4.7,57,76,43,51
2013,03,05,2.5,1.0,6.7,10.9,2.8,10.4,7.7,53,68,42,50
2013,03,06,4.5,1.4,10.4,16.3,4.8,14.5,12.5,53,60,43,57
2013,03,07,9.3,6.9,13.5,17.7,9.8,16.1,13.8,64,79,54,59
2013,03,08,7.1,5.3,10.7,14.2,7.9,11.9,11.6,85,93,81,82
2013,03,09,6.4,5.7,9.0,11.6,6.5,8.9,8.9,89,98,82,86
2013,03,10,4.9,3.2,8.9,12.8,5.3,12.5,9.4,77,99,59,72
2013,03,11,4.6,1.3,7.8,11.0,5.8,9.4,6.1,75,90,70,64
2013,03,12,0.5,0.6,3.5,6.5,0.5,5.2,5.1,71,77,67,69
2013,03,13,1.8,1.9,5.5,9.1,2.1,8.3,3.8,77,84,60,87
2013,03,14,-2.6,-2.5,0.6,3.8,-2.1,-1.9,-1.4,73,81,76,62
2013,03,15,-3.1,-3.4,-0.7,1.7,-3.0,1.3,-0.3,48,56,42,46
2013,03,16,-4.0,-5.1,-0.6,2.8,-3.5,1.5,-0.4,53,71,42,47
2013,03,17,-3.4,-5.3,0.6,4.6,-2.8,4.2,1.7,57,71,44,56
2013,03,18,-0.2,-2.4,1.8,3.7,0.8,0.2,1.4,91,75,98,100
2013,03,19,1.4,0.6,5.9,10.3,3.5,8.8,5.5,68,83,51,70
2013,03,20,-0.8,-3.5,6.4,13.5,0.2,13.0,10.1,62,91,39,55
2013,03,21,4.0,3.7,7.1,10.1,6.2,7.4,4.0,63,80,53,57
2013,03,22,-0.5,-1.4,2.3,5.0,-0.1,4.2,1.1,57,67,48,56
2013,03,23,-3.4,-3.1,-0.2,3.0,-3.0,2.0,-0.7,61,74,53,56
2013,03,24,-6.5,-6.3,-3.6,-0.7,-6.4,-2.7,-2.1,74,58,88,77
2013,03,25,-3.7,-3.8,-2.7,-1.7,-3.4,-2.1,-2.0,83,94,86,69
2013,03,26,-4.7,-4.7,-3.1,-1.5,-4.7,-2.0,-2.4,88,90,84,90
2013,03,27,-4.1,-4.2,-1.3,1.6,-3.9,0.3,-1.1,77,89,67,75
2013,03,28,-3.6,-7.7,0.5,4.5,-2.6,4.0,1.7,77,92,63,77
2013,03,29,1.0,0.4,5.1,9.1,2.0,7.2,4.2,84,99,65,89
2013,03,30,2.3,1.8,3.5,4.7,2.6,3.9,4.3,93,93,92,94
2013,03,31,0.6,0.0,2.5,4.3,1.0,1.4,0.7,96,98,92,98
2013,04,01,-0.7,-2.1,2.2,5.0,-0.2,4.0,2.7,66,80,50,67
2013,04,02,1.3,1.1,2.7,4.1,1.6,3.6,2.7,72,75,66,74
2013,04,03,0.2,-0.1,1.5,2.7,0.2,1.6,0.9,95,97,93,94
2013,04,04,0.8,0.1,4.2,7.6,1.0,6.4,4.6,68,81,56,66
2013,04,05,2.2,2.1,5.1,8.0,3.8,7.8,5.1,85,88,75,92
2013,04,06,3.0,2.5,4.8,6.6,3.4,6.3,5.3,75,90,67,69
2013,04,07,3.2,2.8,4.3,5.3,3.3,4.2,4.1,77,82,79,71
2013,04,08,0.2,-2.3,5.3,10.4,2.7,9.2,7.7,54,65,46,50
2013,04,09,1.3,-1.2,7.5,13.6,4.1,12.8,11.2,61,85,49,50
2013,04,10,4.5,2.0,9.9,15.3,6.9,13.6,11.1,63,89,48,53
2013,04,11,3.6,0.7,11.5,19.4,6.1,18.3,14.7,58,84,36,55
2013,04,12,8.0,4.9,11.9,15.8,9.8,15.3,10.1,74,85,51,87
2013,04,13,6.6,3.2,12.1,17.5,11.0,16.6,13.8,48,64,40,40
2013,04,14,7.8,4.3,13.4,19.0,11.5,18.0,14.8,49,65,37,46
2013,04,15,5.4,2.2,12.5,19.5,9.4,19.2,15.4,51,74,38,41
2013,04,16,9.0,5.0,14.8,20.6,12.1,18.5,16.8,47,60,40,41
2013,04,17,10.9,8.2,17.2,23.5,11.5,22.1,18.5,60,66,52,62
2013,04,18,10.4,7.5,17.8,25.2,13.8,25.0,21.6,52,72,41,44
2013,04,19,12.5,11.0,17.1,21.6,16.8,13.9,12.5,89,83,91,93
2013,04,20,10.1,9.5,13.0,15.8,10.3,15.2,12.7,75,84,67,75
2013,04,21,6.6,4.1,13.9,21.2,9.1,20.0,17.6,61,88,47,49
2013,04,22,9.3,5.7,15.4,21.5,13.7,21.0,17.8,60,76,46,57
2013,04,23,12.9,10.2,17.5,22.0,14.7,20.7,18.1,58,75,47,52
2013,04,24,11.2,7.8,17.5,23.8,14.9,22.5,19.6,56,75,44,48
2013,04,25,12.3,7.6,18.9,25.4,17.7,24.8,20.7,51,64,39,50
2013,04,26,11.6,7.7,19.8,28.0,16.7,27.4,23.9,50,74,37,40
2013,04,27,16.5,13.4,21.1,25.6,18.6,24.7,20.5,53,67,43,49
2013,04,28,14.8,12.0,18.1,21.3,15.2,20.1,15.9,74,86,62,73
2013,04,29,8.6,5.1,14.0,19.3,11.1,18.0,15.4,76,88,64,77
2013,04,30,11.2,7.1,17.3,23.4,14.3,22.1,20.8,69,82,56,68
2013,05,01,13.5,11.7,18.1,22.6,14.0,21.8,19.5,68,80,57,67
2013,05,02,12.1,9.2,15.8,19.5,12.2,17.7,16.8,90,98,80,93
2013,05,03,14.4,13.7,16.1,17.7,15.0,15.7,14.6,81,96,73,74
2013,05,04,12.2,10.6,16.7,21.1,13.9,19.9,17.9,68,78,56,69
2013,05,05,12.8,11.3,16.8,20.8,14.2,19.4,18.7,65,81,54,61
2013,05,06,14.3,11.5,18.4,22.5,15.1,22.0,18.7,74,89,62,71
2013,05,07,15.7,13.3,19.0,22.3,16.3,19.7,17.5,90,96,77,96
2013,05,08,14.4,11.6,19.0,23.5,16.6,23.5,20.0,73,93,56,70
2013,05,09,12.7,10.2,19.1,25.5,16.7,24.8,21.6,58,82,45,46
2013,05,10,14.0,10.3,19.2,24.4,17.4,23.2,15.3,65,66,43,86
2013,05,11,11.1,10.6,13.2,15.3,12.8,12.9,12.5,92,86,97,93
2013,05,12,11.1,10.0,14.0,16.9,11.7,15.0,11.5,76,83,63,81
2013,05,13,8.5,7.0,12.9,17.3,10.4,16.6,10.8,58,62,37,74
2013,05,14,9.2,7.5,14.9,20.5,13.0,20.3,17.6,57,77,44,49
2013,05,15,10.4,6.9,16.7,22.9,14.8,22.9,20.5,54,68,44,49
2013,05,16,13.5,11.3,18.8,24.1,16.7,23.6,20.3,57,76,47,49
2013,05,17,14.4,12.1,18.1,21.8,17.0,21.0,18.8,71,79,60,75
2013,05,18,13.8,11.4,17.5,21.1,15.8,17.3,20.3,68,80,81,44
2013,05,19,10.5,7.1,18.2,25.9,14.9,24.9,19.5,66,69,42,88
2013,05,20,12.9,10.9,16.5,20.0,13.8,18.8,16.5,60,69,51,59
2013,05,21,9.5,6.9,14.7,19.9,14.9,17.8,10.5,74,70,56,96
2013,05,22,8.2,5.0,14.5,20.8,11.4,19.5,15.4,61,87,42,54
2013,05,23,9.3,7.3,12.4,15.4,10.2,13.3,11.9,56,70,48,51
2013,05,24,8.3,4.6,11.8,15.2,10.9,13.2,10.9,66,74,58,65
2013,05,25,7.2,6.5,10.7,14.2,8.9,13.2,11.5,73,82,65,71
2013,05,26,8.0,5.0,11.9,15.7,11.3,15.5,10.5,61,75,48,60
2013,05,27,7.8,6.5,10.4,12.9,8.5,10.6,10.9,81,83,79,81
2013,05,28,9.2,6.6,15.4,21.6,11.8,20.5,16.6,65,83,48,64
2013,05,29,9.8,5.3,16.7,23.6,13.7,23.0,14.8,62,80,41,66
2013,05,30,9.7,9.3,12.3,14.8,12.2,10.2,9.7,89,74,96,96
2013,05,31,8.8,8.4,10.3,11.7,8.9,10.3,9.9,93,97,91,92
2013,06,01,6.9,3.7,12.7,18.5,11.7,17.3,14.6,63,81,51,57
2013,06,02,10.8,11.0,12.7,14.6,11.9,14.3,10.8,93,97,91,92
2013,06,03,9.7,8.7,10.7,11.6,10.7,10.9,9.8,88,81,91,93
2013,06,04,8.6,7.9,10.7,12.7,9.2,11.4,12.2,87,93,83,84
2013,06,05,11.9,11.3,14.4,16.8,13.0,15.5,15.1,87,93,86,82
2013,06,06,11.9,9.5,15.4,18.9,13.3,17.0,17.8,74,83,67,71
2013,06,07,13.4,9.3,17.8,22.2,16.2,20.6,19.5,70,80,63,66
2013,06,08,14.1,10.0,20.1,26.1,18.7,25.1,22.4,59,77,48,51
2013,06,09,14.2,10.2,20.8,27.3,18.4,26.8,24.8,59,80,47,49
2013,06,10,15.3,11.3,20.1,24.9,20.7,21.0,18.1,68,68,63,74
2013,06,11,13.5,12.9,16.4,19.3,13.7,17.4,15.9,90,96,83,91
2013,06,12,12.2,8.1,17.8,23.3,16.1,22.2,20.1,46,60,38,41
2013,06,13,12.4,7.9,19.1,25.8,19.3,24.8,22.4,46,64,33,42
2013,06,14,13.2,8.6,18.6,23.9,20.6,22.7,20.4,57,60,51,61
2013,06,15,15.6,12.3,21.8,27.9,17.5,25.3,25.6,64,82,57,52
2013,06,16,18.4,14.2,23.0,27.5,19.2,27.1,24.7,68,87,55,62
2013,06,17,18.2,14.3,24.8,31.4,22.2,30.1,28.8,66,82,61,54
2013,06,18,19.8,15.9,26.4,32.9,24.3,32.5,29.3,62,76,53,57
2013,06,19,21.3,18.5,27.1,32.9,24.8,32.4,29.9,60,76,48,55
2013,06,20,22.5,19.6,28.0,33.4,26.0,33.0,30.6,59,73,52,52
2013,06,21,21.6,18.5,26.1,30.6,23.4,27.6,26.9,58,67,49,57
2013,06,22,20.5,19.7,24.0,27.5,21.6,26.5,23.3,69,74,59,74
2013,06,23,19.3,18.4,23.6,27.8,21.8,26.4,25.8,59,75,51,50
2013,06,24,12.1,11.8,19.0,25.8,13.1,12.7,12.6,92,86,96,93
2013,06,25,12.2,11.4,14.0,15.8,13.0,14.3,14.8,80,90,84,66
2013,06,26,11.6,10.1,13.7,15.8,13.1,13.7,12.9,80,77,89,73
2013,06,27,9.5,7.3,14.1,18.6,12.6,17.9,15.7,55,65,49,50
2013,06,28,10.4,7.2,15.6,20.7,14.5,20.0,17.5,55,68,42,55
2013,06,29,13.0,10.8,17.6,22.1,16.4,21.3,19.3,54,67,47,49
2013,06,30,14.0,12.4,17.7,21.4,15.8,20.0,18.9,54,82,39,41
2013,07,01,11.3,6.9,18.1,24.9,17.6,23.4,21.6,47,56,41,43
2013,07,02,12.5,9.1,20.2,27.8,17.9,27.5,25.1,56,72,48,49
2013,07,03,15.4,11.6,21.9,28.4,19.3,27.9,25.3,56,76,46,47
2013,07,04,18.3,16.6,22.7,27.1,20.9,25.7,24.9,62,76,55,54
2013,07,05,18.5,14.6,23.2,27.8,21.7,26.6,22.8,67,75,55,71
2013,07,06,19.4,17.8,23.0,26.5,20.9,25.7,23.4,70,79,64,66
2013,07,07,18.2,15.7,22.8,27.4,20.3,27.2,24.4,63,76,55,57
2013,07,08,17.8,14.8,22.1,26.3,20.4,25.9,23.8,53,63,44,51
2013,07,09,16.9,11.9,22.4,27.9,20.6,27.1,24.7,55,67,47,51
2013,07,10,16.7,12.3,22.7,28.6,22.1,28.2,25.1,56,71,46,52
2013,07,11,16.3,15.4,20.7,25.1,17.7,22.4,19.0,61,91,44,47
2013,07,12,15.9,12.8,19.7,23.5,18.0,22.7,21.5,51,61,44,47
2013,07,13,14.0,10.3,19.2,24.3,19.3,22.0,21.3,55,61,51,54
2013,07,14,16.6,11.7,21.5,26.3,19.4,25.4,23.3,51,61,45,46
2013,07,15,17.6,13.8,21.6,25.6,19.1,24.9,21.5,56,73,47,47
2013,07,16,13.5,10.0,19.8,26.1,18.5,24.7,22.4,51,64,44,44
2013,07,17,13.9,10.4,21.6,29.2,18.9,28.1,26.0,49,71,37,39
2013,07,18,16.1,12.8,23.2,30.2,21.6,29.0,26.8,52,72,40,45
2013,07,19,19.2,15.8,24.7,30.2,22.4,29.8,26.9,53,65,42,51
2013,07,20,19.8,16.9,24.1,28.3,22.1,28.0,24.6,54,66,45,51
2013,07,21,17.9,13.7,22.8,27.7,21.1,26.6,24.8,49,61,42,44
2013,07,22,14.6,10.5,22.3,29.9,21.4,28.4,25.6,49,66,39,42
2013,07,23,15.5,11.8,23.6,31.7,21.2,30.1,27.7,50,69,37,45
2013,07,24,17.1,13.2,24.2,31.3,22.4,30.8,27.1,49,64,35,48
2013,07,25,22.0,18.9,26.2,30.4,22.2,29.2,26.2,64,76,53,63
2013,07,26,18.4,15.2,25.3,32.1,22.2,30.7,28.6,57,80,44,47
2013,07,27,19.8,16.6,27.2,34.6,24.1,33.6,31.2,52,75,41,40
2013,07,28,21.2,17.9,29.0,36.8,25.4,36.4,33.1,54,73,41,47
2013,07,29,23.5,21.7,28.3,33.1,25.0,31.3,27.7,63,71,54,63
2013,07,30,18.2,17.2,23.0,27.7,20.1,26.2,23.2,62,78,55,53
2013,07,31,18.5,14.6,23.4,28.2,22.2,25.9,24.2,61,67,57,58
2013,08,01,18.4,14.4,24.2,30.0,22.3,28.6,26.4,54,69,45,49
2013,08,02,16.9,12.7,25.8,34.6,21.1,33.2,30.5,50,73,39,39
2013,08,03,18.9,14.8,28.2,37.4,22.8,36.8,30.5,50,79,27,44
2013,08,04,23.3,19.2,28.8,34.2,26.4,34.0,30.2,51,63,41,48
2013,08,05,18.1,16.4,24.5,30.9,20.1,29.4,28.0,58,89,42,43
2013,08,06,20.2,17.1,27.8,35.4,23.4,33.7,32.5,51,73,42,37
2013,08,07,20.6,16.6,28.2,35.7,23.7,34.7,32.4,45,61,37,38
2013,08,08,21.6,17.3,30.1,38.5,24.5,37.6,34.4,45,72,31,31
2013,08,09,22.2,21.4,28.4,34.5,23.3,27.5,22.3,77,79,66,86
2013,08,10,16.8,15.8,20.5,24.1,16.9,23.1,21.8,59,74,47,56
2013,08,11,15.0,12.0,21.3,27.6,19.9,27.2,23.8,51,65,43,46
2013,08,12,17.4,14.7,22.6,27.8,19.2,26.5,22.7,61,69,46,67
2013,08,13,16.8,15.7,21.0,25.2,17.9,21.3,20.9,72,94,62,60
2013,08,14,16.6,13.0,20.2,23.7,17.7,22.3,20.1,49,57,42,48
2013,08,15,12.1,8.9,18.0,23.9,16.3,22.8,19.7,46,65,34,38
2013,08,16,11.2,7.7,18.9,26.5,15.1,25.5,22.8,46,65,34,40
2013,08,17,13.3,9.7,21.7,30.1,17.4,28.5,25.6,47,62,38,40
2013,08,18,15.5,12.1,24.0,32.5,18.9,31.8,28.4,49,78,36,34
2013,08,19,20.5,16.3,26.2,31.8,22.3,30.7,20.9,64,72,44,77
2013,08,20,17.5,15.5,19.2,20.9,18.1,19.9,17.5,69,77,58,71
2013,08,21,14.7,14.0,19.0,23.3,14.8,21.9,19.7,61,80,48,55
2013,08,22,12.3,8.7,18.5,24.6,15.4,23.5,20.6,57,85,41,46
2013,08,23,13.0,9.4,19.0,24.9,15.8,24.5,22.3,59,79,46,51
2013,08,24,15.8,15.2,19.1,22.3,16.1,17.5,16.9,90,95,87,89
2013,08,25,13.8,10.8,17.0,20.1,16.2,18.1,15.6,93,96,87,96
2013,08,26,13.3,10.7,15.0,16.7,14.9,16.2,15.4,94,96,93,93
2013,08,27,14.7,13.5,17.0,19.3,15.1,18.2,17.3,91,92,91,91
2013,08,28,14.6,14.3,16.2,17.8,14.8,17.7,16.5,90,97,82,90
2013,08,29,15.8,13.7,19.7,23.5,16.6,21.7,19.4,55,70,43,53
2013,08,30,12.3,8.9,18.4,24.5,15.6,23.3,19.0,58,74,39,61
2013,08,31,11.9,8.7,19.1,26.3,15.3,26.0,20.0,56,83,35,49
2013,09,01,17.7,13.0,19.8,21.9,18.1,21.3,17.7,59,75,52,50
2013,09,02,13.1,9.5,17.1,21.0,14.0,19.8,17.9,56,72,46,51
2013,09,03,15.8,12.4,18.6,21.3,18.3,19.5,19.7,69,60,75,71
2013,09,04,16.7,14.0,20.3,23.8,17.4,23.4,19.2,75,92,59,75
2013,09,05,13.7,10.4,19.6,25.4,15.7,24.4,20.6,63,91,43,55
2013,09,06,12.3,8.4,18.8,25.3,13.9,24.0,21.3,61,83,47,53
2013,09,07,13.2,9.0,19.9,26.6,14.8,26.2,21.7,56,79,40,48
2013,09,08,12.9,8.7,20.0,27.0,15.6,26.5,22.9,51,75,39,39
2013,09,09,16.2,14.6,19.6,22.9,16.4,19.0,17.1,68,77,66,60
2013,09,10,11.9,7.4,18.1,24.3,13.2,23.8,19.4,70,87,49,75
2013,09,11,11.7,10.2,15.6,19.5,12.4,18.9,14.1,70,90,49,70
2013,09,12,12.5,10.0,16.4,20.2,13.4,17.9,14.9,63,74,53,63
2013,09,13,11.3,9.1,13.5,15.6,12.6,14.8,11.8,87,83,81,97
2013,09,14,11.8,10.7,15.9,20.0,12.5,18.8,16.7,76,97,65,67
2013,09,15,12.6,9.4,16.7,20.8,14.0,20.6,17.5,78,95,60,78
2013,09,16,14.1,11.3,17.6,21.1,17.2,20.4,15.9,75,82,53,91
2013,09,17,9.5,10.3,12.7,15.9,11.2,10.2,9.5,88,85,86,92
2013,09,18,7.1,4.3,11.6,16.0,8.9,14.3,15.1,88,91,90,82
2013,09,19,10.4,9.2,13.7,16.9,10.8,15.8,10.9,74,82,49,90
2013,09,20,10.1,7.3,13.6,17.0,12.0,15.2,13.4,79,77,68,92
2013,09,21,12.5,10.9,14.8,17.0,13.5,15.7,14.5,78,84,75,76
2013,09,22,10.9,7.8,15.2,19.5,12.0,18.4,14.6,72,86,54,75
2013,09,23,13.6,9.5,16.0,18.4,14.9,18.0,17.3,65,73,65,57
2013,09,24,14.7,14.4,17.3,19.8,16.0,19.4,14.7,67,63,54,83
2013,09,25,10.5,7.2,14.6,18.7,11.1,17.4,14.7,78,83,67,83
2013,09,26,11.3,8.4,15.6,19.9,15.7,17.6,15.7,86,88,85,85
2013,09,27,9.1,9.1,12.5,15.9,9.2,14.0,10.2,64,78,43,71
2013,09,28,4.2,1.2,10.0,15.8,5.5,15.4,10.2,74,98,47,77
2013,09,29,6.4,3.0,9.7,13.0,7.8,12.9,10.6,74,83,67,71
2013,09,30,8.3,8.4,10.9,13.4,9.0,12.9,12.3,66,79,59,60
2013,10,01,4.3,0.7,9.2,14.1,5.1,13.5,10.7,64,92,47,52
2013,10,02,4.9,2.2,9.1,13.2,5.8,12.1,8.1,57,74,43,54
2013,10,03,1.0,-2.7,6.1,11.1,2.1,10.7,7.4,62,89,43,53
2013,10,04,3.3,0.8,7.8,12.3,3.6,12.0,8.5,59,74,45,57
2013,10,05,4.3,1.1,8.5,12.7,5.1,12.1,10.5,63,78,52,58
2013,10,06,7.8,7.7,9.2,10.5,8.1,10.3,10.0,96,98,94,96
2013,10,07,8.5,8.6,10.9,13.2,8.6,11.7,9.6,91,97,81,94
2013,10,08,5.5,2.9,12.1,18.6,7.4,18.5,12.1,67,97,36,67
2013,10,09,9.8,7.1,13.4,16.9,10.4,16.3,13.7,82,93,70,84
2013,10,10,11.8,10.7,14.4,16.9,12.4,15.4,15.4,86,96,77,85
2013,10,11,6.2,5.9,10.9,15.5,6.7,13.4,10.1,98,99,97,97
2013,10,12,6.8,4.4,12.1,17.4,7.7,17.0,15.1,78,94,59,81
2013,10,13,5.8,2.8,10.6,15.4,7.3,15.0,8.9,78,96,49,89
2013,10,14,5.2,2.2,9.0,12.7,5.4,11.7,10.4,91,97,84,91
2013,10,15,9.9,9.7,14.2,18.5,10.0,17.8,12.3,78,92,52,89
2013,10,16,9.4,6.7,11.3,13.1,9.8,12.3,10.5,72,84,63,69
2013,10,17,6.6,3.6,10.7,14.7,6.6,13.7,10.0,80,91,64,84
2013,10,18,9.1,6.5,12.8,16.5,12.5,15.6,12.4,56,69,44,54
2013,10,19,4.9,1.9,10.5,16.0,5.5,15.7,13.3,71,97,50,67
2013,10,20,5.8,3.1,10.9,15.9,8.5,15.2,10.7,86,96,69,92
2013,10,21,9.2,6.6,15.9,22.5,9.2,21.7,15.1,77,98,49,84
2013,10,22,9.7,6.6,12.6,15.5,12.3,15.0,13.0,93,97,86,96
2013,10,23,11.7,9.6,14.8,17.8,13.3,17.4,14.0,88,96,76,92
2013,10,24,13.0,10.9,15.0,17.0,14.1,16.8,13.0,92,96,85,96
2013,10,25,10.7,8.2,12.2,13.6,12.1,13.0,13.6,96,97,97,95
2013,10,26,11.3,11.4,14.6,17.8,11.5,17.4,13.0,87,96,71,93
2013,10,27,9.8,8.0,14.5,19.2,11.0,18.1,14.9,85,97,69,89
2013,10,28,14.2,12.4,17.6,21.0,14.4,20.4,16.7,78,87,63,84
2013,10,29,9.7,6.8,13.2,16.7,10.1,13.8,12.9,75,97,62,67
2013,10,30,10.6,9.4,11.8,12.9,11.1,12.3,10.8,77,78,78,76
2013,10,31,4.2,0.9,8.5,12.8,4.2,12.2,9.5,78,98,65,72
2013,11,01,3.9,1.3,8.7,13.5,5.6,13.1,9.1,84,97,63,91
2013,11,02,6.2,3.3,8.5,10.8,8.4,10.6,9.2,89,96,82,90
2013,11,03,7.0,4.5,10.2,13.4,7.3,12.3,10.0,85,96,92,66
2013,11,04,7.2,5.2,9.7,12.1,7.4,11.0,9.0,80,79,71,89
2013,11,05,6.7,3.9,8.3,9.9,9.5,9.7,7.7,73,95,66,59
2013,11,06,2.0,-0.9,6.8,11.5,9.0,10.6,9.0,69,73,63,71
2013,11,07,7.9,7.0,13.8,19.7,13.9,19.1,16.3,56,66,46,56
